Date,Top15_Net_Volume,Foreign_Net_Volume,Margin_Balance,Trust_Net_Volume,Dealer_Net_Volume
2023-04-07,565.6400595580992,1497.9528339832762,10154,-150.28741530101556,-58.449064324210966
2023-04-10,-319.60876161131927,15.3330590281995,5778,88.64148454283875,134.46062820500896
2023-04-11,-54.60618792560729,331.49019659836335,14777,313.9288988954599,40.97132991973669
2023-04-12,265.631715701782,349.6302102264532,6492,413.84463665994423,112.80450710056923
2023-04-13,587.7725635611796,1146.4719678580846,5660,57.98727944293809,74.28283512706764
2023-04-14,-139.58711892264498,142.82268056782874,6348,2.4112905305850703,166.95825373608864
2023-04-17,7.170511668091436,367.4129154622035,14491,103.80481362750666,49.54272865648849
2023-04-18,-453.1674870030141,564.7379058299235,12851,98.72740940550422,86.34477291515113
2023-04-19,-498.10331204033537,311.9654738938149,12156,327.35161322623065,-52.42465320583405
2023-04-20,506.262911197099,-67.86016873031696,7044,-149.27833783341345,78.63329755781368
2023-04-21,778.1200142854115,316.45399573898453,12368,-5.974617233204327,-19.61260979892287
2023-04-24,63.99493920983308,844.1790499158633,8516,-173.4282653753021,-25.310586798071242
2023-04-25,601.7664489460121,-415.9091796466362,14250,-152.41897715951544,109.47235146471377
2023-04-26,280.81801252381706,279.7818044881256,14168,125.31480302782487,110.16233760593639
2023-04-27,-222.55987730256214,-220.07248896350393,9577,211.9715683274053,188.84421557461314
2023-04-28,280.697802754207,917.0279773549055,5727,-79.87833874874903,182.3263185486201
2023-05-02,869.0182832329846,-713.9121428702648,12468,204.4189577950579,111.73151613587754
2023-05-03,82.08698044502424,-135.35310836295298,5342,272.31573142639365,-152.04456102367124
2023-05-04,882.3218279070031,426.32712503871255,6447,436.94119968667803,202.76809829496963
2023-05-05,-1209.8725520448722,1139.3144175406042,11581,63.9493697682098,111.79676706663622
2023-05-08,510.95125218761194,160.5498433562073,11317,-77.9529054888266,-56.586009008630256
2023-05-09,143.5235341190856,-133.11971601591904,5526,-150.49438632117895,92.89091555627823
2023-05-10,-49.503675232933745,1328.6942416643542,11748,-170.35863958397871,-83.72657409627284
2023-05-11,145.88038826775116,-668.8083402497464,5405,299.95614028072134,81.86301201097419
2023-05-12,-893.7844573004464,-1119.2835739720492,12986,-253.01906859113006,-111.62700410740993
2023-05-15,-9.835943918755959,464.00867003199943,14765,293.54969713024,-60.821840878663636
2023-05-16,278.5562857558732,-101.23253461156668,8740,-123.68820585042977,90.99291292005267
2023-05-17,838.9470223707581,-412.73969027842793,6846,-87.04123957188114,127.28867429928937
2023-05-18,-159.1351091368237,625.013868379612,6478,19.688908998004056,52.543685943381035
2023-05-19,-304.2468014465938,346.2804282627193,5771,-90.73090991330227,-8.616863668797066
2023-05-22,-150.87852179226826,-138.447178442037,10525,236.39595099191502,-191.48662950169904
2023-05-23,557.701058851037,-568.1826392025366,13770,412.6687903965551,-0.9021099651359776
2023-05-24,264.37555482984226,723.4743969680868,5193,-81.48643151062757,73.34850768245278
2023-05-25,-164.8801018835194,590.1207067751966,7007,-36.44756783292536,-11.676510593564718
2023-05-26,356.63371655667805,140.49448173237025,6185,17.33583854322032,17.742205890558182
2023-05-29,148.5387746740202,1307.9821976285996,7394,158.21135269852755,1.4382532082079216
2023-05-30,584.3224952664445,-442.0508597956915,14984,19.303144208828705,-12.170621782143371
2023-05-31,-251.02654693867618,-715.3151025548433,14302,327.45148221051915,27.58773899598127
2023-06-01,-63.83107329888409,-215.14484192874664,9005,279.3247833123855,-7.269458215246058
2023-06-02,-96.0540765660788,172.6483901867013,12429,-187.09247071902,164.32895536319424
2023-06-05,-631.7574740660593,346.0036695936151,7261,154.19363311496573,-200.64188483837327
2023-06-06,248.06013853228802,55.258365286202064,8736,354.06784746190056,-34.58425859710776
2023-06-07,230.52763608994468,411.2332379085781,11716,-48.956189153376684,-67.02562235172253
2023-06-08,102.55672832123045,-550.9236545142664,9875,-8.852974358711322,41.911060003441
2023-06-09,-17.29356668757346,1066.2587624439557,13921,-55.60739957059107,27.714478588312637
2023-06-12,-607.6853710252071,150.7092929644587,9378,-51.41512310470114,182.2193101549429
2023-06-13,-110.32266138267951,870.3774989528765,12815,-283.6903103822096,215.11420482977945
2023-06-14,-71.35725826338475,405.6352078266225,8451,-215.66299029301013,-57.30834555704811
2023-06-15,-301.13863461080945,474.05193149227034,12616,65.49474374744598,20.050006503362955
2023-06-16,19.357144166995425,541.8603681393224,14836,352.7195949305557,39.63044169243554
2023-06-19,302.0254284072692,468.625136010389,7800,-72.67216250365658,-59.781374833733594
2023-06-20,1043.092950605265,585.6336559205263,13333,-78.55146058971161,82.83820360376228
2023-06-21,187.28890641591948,997.4915180794588,10410,390.3042140841469,-3.95073687649446
2023-06-26,228.77519536138217,317.9127018208821,6455,-171.65149236319738,-86.76348506009778
2023-06-27,62.77704211691639,625.4022545531075,11892,-282.2486325412844,-7.95683042665431
2023-06-28,-859.3856076495207,146.15858342766398,10808,-115.70308722749996,-79.76745727406488
2023-06-29,86.74306227539157,1064.0703292696837,11796,-82.55689575887322,123.66468294192556
2023-06-30,130.11510497051322,-205.83538123556184,9796,-299.4906169390131,210.15592551136703
2023-07-03,1331.6210562426431,1280.5642597464894,10093,24.391658745077745,44.48193738945395
2023-07-04,3.8195176094387335,175.90522961339394,6325,239.68926997230707,31.12767680532756
2023-07-05,250.77367116680622,-658.4650612708289,9976,-207.19095474296523,35.24347668741858
2023-07-06,82.64411514737834,276.86264894647354,14405,67.51564379071782,138.22340289383152
2023-07-07,-484.339018809766,-208.63099448492852,6159,129.18713512535464,136.0699003597183
2023-07-10,671.4114072575103,704.3861293932345,9650,33.32314494514138,8.434643145176912
2023-07-11,475.96651634338707,-191.57438758143456,9987,87.13851794821187,45.258992737909125
2023-07-12,495.51597352152345,-67.71005992886785,9697,89.46545251904217,85.26464071770783
2023-07-13,-354.69372739736946,-933.7244385673187,5340,-112.5455913836864,-93.7687456550734
2023-07-14,801.3971554680496,-71.38379154944602,8828,349.71651440237366,141.26082374204566
2023-07-17,-600.9255313961404,-1254.327595977374,6968,299.5513668152431,193.48318912272276
2023-07-18,393.42854690013513,-750.341694091434,5703,287.9822794482335,136.50321048394574
2023-07-19,1195.2278129049894,656.2487936865784,10482,252.73514810877268,-104.5593911614555
2023-07-20,-395.2681625653442,671.4800951904992,11376,-264.9958938866048,-177.0000455418874
2023-07-21,-183.14886480138597,455.27453707097885,6800,235.21247556239322,90.87186735179316
2023-07-24,149.82568254382062,-380.1856858775278,10463,181.12028550990158,-56.01894489620864
2023-07-25,-151.7378270580996,171.37318631481207,9912,-257.3047229887567,48.713335412298576
2023-07-26,-675.3317155330664,197.83847654565895,9648,7.017928969984361,173.51487200075488
2023-07-27,134.28148740301367,-495.0188135155256,5855,105.35868986505767,-45.695517639841
2023-07-28,-431.15185686305244,1102.0389810602903,7866,382.863419624927,-17.75546564089599
2023-07-31,336.7962153175908,726.4173743454028,5182,194.94477157885174,47.67229725883162
2023-08-01,-359.7121171169016,67.42149570220164,8112,-122.91314545566033,-109.75096399822306
2023-08-02,874.9672025087697,216.13150339671847,10670,389.0776916903926,-55.78561960058762
2023-08-04,-291.62664616811855,325.0296847685315,9492,58.75595254277782,22.48575037512692
2023-08-07,-61.03075810283778,-1025.0409210545745,10823,-1.1682273806183474,-10.045486881775137
2023-08-08,506.7586086848349,51.693570487641836,6517,-15.423639317762436,80.84077537992262
2023-08-09,-515.4321582169777,-209.19054879867912,10002,-274.71104760462663,296.5979614439267
2023-08-10,213.72996730206472,-400.97200593694936,6356,28.04609923677153,29.913833941812456
2023-08-11,753.571377141214,31.339824268427066,8629,149.49705146113158,-64.17119460380091
2023-08-14,-703.7416172806138,1278.6119161097135,8628,-27.076665505043152,161.82403547575643
2023-08-15,192.3169292661521,584.5057167602059,13210,134.09049544951168,-138.88184753202214
2023-08-16,229.94139712421176,-142.70739386967807,11132,-122.87821418283616,-118.89081710291075
2023-08-17,490.9114358886552,543.5496688136952,14324,21.81441714447604,-39.51034386477235
2023-08-18,-518.475355439041,1039.6132619516013,11588,113.30806532172639,-8.28867205196255
2023-08-21,-560.2283065421382,754.7802097476613,8311,87.93217541268416,-41.907273651720864
2023-08-22,360.9707828084488,235.77822195210447,11048,-271.0930179438093,16.84876755769771
2023-08-23,248.49233661659304,-188.16206662334434,11246,-37.80119017424572,47.4741902746345
2023-08-24,225.24642517293827,618.933988168154,5987,385.49258606252124,126.8959535275138
2023-08-25,273.22410474848783,436.0912312530497,8321,-48.48921486610355,29.11882738437822
2023-08-28,-240.0123607892454,737.1159320166394,9615,53.161508822367885,-36.19462476951015
2023-08-29,216.12684858050176,581.1030810091818,13365,32.648849890211125,121.46453864394118
2023-08-30,246.53623664934062,829.7316291916011,8741,363.64795178393024,-61.771547573013066
2023-08-31,-257.1757090131839,-121.14112693634075,8052,308.0736244389341,-143.2602745687323
2023-09-01,1032.8872555723783,990.4364393805954,11574,211.5061999637619,140.59560179045423
2023-09-04,336.9164604558938,318.5597628154398,5726,-144.64846267450673,134.18532448109715
2023-09-05,-495.65174860132436,1445.1565235751593,8760,121.836609838416,-59.22983922041061
2023-09-06,428.2768043169149,-213.5126908537407,10806,163.58834861502635,-19.909885382092554
2023-09-07,-387.3408351136607,1241.5782818991497,6875,-89.72096711921088,-71.69275453299295
2023-09-08,493.542301871226,318.7464700775887,11993,-124.1034211695378,52.662421756513396
2023-09-11,679.297789503702,-190.85080216866902,9033,391.002829441406,193.20492913680818
2023-09-12,-310.34115917585524,-90.33150043259292,10443,-10.160662443385768,90.2881798595122
2023-09-13,581.6880646221609,7.7916150834078906,5989,372.9953637822297,123.57246425830327
2023-09-14,306.39046346824915,454.4995678411499,8744,249.41875109890677,101.97283316910118
2023-09-15,511.030079997245,513.7012928212998,13611,131.57535647506427,19.98808514409065
2023-09-18,1048.3964913269738,-144.2200023631474,5593,140.50628727189695,128.33404379113156
2023-09-19,-22.694058001435252,185.3872446434103,6774,-230.08391206615352,94.50305629127996
2023-09-20,-276.86808217874477,1485.3622151671182,5935,91.3549559668833,163.9445715153136
2023-09-21,-344.7572148127617,1236.525902060427,8808,333.4040825963253,-25.95489411617563
2023-09-22,-307.90514248271916,461.79420180441923,5331,186.26790063712178,-153.81116395453867
2023-09-25,61.4491452929479,222.8020869009202,12922,80.86733741288207,124.52510148730777
2023-09-26,270.5759874083219,272.01879603095676,7702,392.387439163406,54.97695206060582
2023-09-27,238.34539966500952,568.11078363825,10889,12.991855467839201,-9.604610032123617
2023-09-28,513.5916245180119,-413.6755391190434,10054,-73.91113500433688,-4.015281230749121
2023-10-02,106.5009459389535,45.574077545992935,8868,80.7663832156514,275.46863259021154
2023-10-03,826.7670385786585,-801.1504443265537,9200,203.2934736223192,-44.21946525342712
2023-10-04,-32.32841661897805,439.53387356316756,5201,-293.5588191616522,-65.33033068263332
2023-10-05,1460.0845832948094,588.3175638216446,7497,106.97372869808348,28.528423349335174
2023-10-06,412.8336738825031,-89.9118773796244,6842,212.06900310726203,138.04908779729612
2023-10-11,-328.5787782081413,1144.3920579740197,14101,-3.9283250593721846,247.84019865292277
2023-10-12,-435.44624903055615,-535.4593978014047,9658,271.3929532605283,85.73649633895711
2023-10-13,341.23620762159265,-678.6249281258921,12544,178.23733248221401,-107.040874397943
2023-10-16,-11.731392662925444,334.67109113598326,12718,478.27662370221543,217.0864270717799
2023-10-17,457.000247046046,828.2589815672927,5770,-100.12057951624303,18.053130092290292
2023-10-18,336.6188122867724,1210.3566148747213,8155,216.14197009921787,-63.77094318949696
2023-10-19,63.58554367156361,-75.33055772136402,6628,-153.46478155948097,-87.9392457099354
2023-10-20,-323.39685903420246,847.2085000587774,5386,-273.0732902553452,103.6328719335456
2023-10-23,-657.4236123429323,176.89491829957566,11031,-357.10616856357456,43.88293861864138
2023-10-24,-123.25747603351053,96.42362003550822,11439,157.6648044793853,54.50753769458505
2023-10-25,528.1993971617362,730.1959624920034,11401,86.84958278882051,148.6503119071931
2023-10-26,207.04687206510198,591.3937270480518,9008,-45.81021147235076,-60.215459150964406
2023-10-27,-522.869389355994,-745.8352941905497,7466,-304.7008667899226,156.6154628273648
2023-10-30,186.590462925591,1085.9242098355376,7282,-88.07732522773523,-31.915732279369017
2023-10-31,292.6586898644184,1028.0548124884708,6856,50.818601535091254,236.40073739123565
2023-11-01,-341.92871810056647,-175.33762090571764,12980,208.63387335861958,79.87390159931402
2023-11-02,176.86255297276395,437.48212006244546,6998,46.69284995047487,-72.02385297763772
2023-11-03,129.10435922299996,496.4181117696433,10476,100.41206854105556,-182.54180833204796
2023-11-06,-471.4851489153116,356.4042594943443,14428,-25.226476194827157,100.89247222790114
2023-11-07,278.89368017414165,-130.18309230725208,9669,399.8448405054309,-17.418027599018366
2023-11-08,380.3922631841172,-202.97402076283095,14342,-153.64992886564556,4.443430547816442
2023-11-09,641.5256215876385,184.66755740513284,9318,-89.84764345702553,96.61960091741071
2023-11-10,626.9010260174515,903.6374115556188,12064,-48.47161479870262,121.04138262506557
2023-11-13,-588.8346839785455,526.1600927566594,12446,158.5408795953448,142.3710340669291
2023-11-14,-368.9125199575614,-22.368599251663568,6431,-157.77195795737612,-97.48413083829365
2023-11-15,357.5176336043299,663.0192263890069,10624,77.14371810959972,162.5894749624589
2023-11-16,356.8929754561044,-1509.1255723780453,12461,82.98202868531146,-37.904533616814945
2023-11-17,357.52384315302396,889.259420223262,6819,-88.87159414667599,-205.62499347482267
2023-11-20,2026.3657453273606,-843.8282672668597,6130,115.99589219137137,-97.84403468600458
2023-11-21,385.4452553465835,-17.46456484187928,11563,-151.56277974748625,41.8025092132565
2023-11-22,667.7828200902994,-471.8019367756863,7658,-173.41482849234922,-77.88142460811395
2023-11-23,577.0008817466012,-576.8088854325434,8500,69.92115130428813,11.195553082395618
2023-11-24,425.695625652899,896.4960724271117,13566,-281.9511170956126,53.82524875291783
2023-11-27,-57.63462232017281,-80.62072078713481,7120,-378.96054051004757,1.8614596890714168
2023-11-28,479.48461024663374,407.90232903842946,9020,156.56666015936008,-29.435433785671684
2023-11-29,-286.4126072687859,171.84765267248957,8259,259.7939885182341,-105.06960629882262
2023-11-30,-18.409303370004437,486.2244963338729,6823,-43.360623738505836,22.194380821533223
2023-12-01,-142.68177391455174,246.09313463615322,6474,-83.6141304195541,-186.49573875847352
2023-12-04,140.93706969316128,-569.7953345131418,7242,251.10704519491196,-48.59980417194214
2023-12-05,1257.3292833367543,797.760091668284,8243,-179.10764359978398,-72.7784109060761
2023-12-06,-833.632596295874,-96.2539498967875,11990,-222.67452494423168,-3.9376851508914825
2023-12-07,443.13009518725676,-733.9491391958506,10160,191.5272847416975,-1.3329799309269283
2023-12-08,-706.3579355948258,-56.86909657954749,8134,51.80763730246146,115.99566744337453
2023-12-11,-135.96593289471673,1100.4558743805865,7070,262.9753478580476,178.34772772495995
2023-12-12,644.475298483683,710.1330452680957,5359,-378.0531757555958,-91.77788402369701
2023-12-13,132.14000954773138,-9.191280644715505,6141,-230.1347982237126,219.28326252700296
2023-12-14,-438.87238896465306,-9.554622591057267,6635,52.8664119688313,-57.929559952143194
2023-12-15,-257.6518546299841,7.0189692695704196,9000,133.5347396967573,37.252678292308985
2023-12-18,439.7988744673379,1446.0487901365045,8361,219.3994175378917,71.08629891483177
2023-12-19,-265.18331585856833,429.161271338932,11583,84.96355376175553,264.45827525825064
2023-12-20,208.22929479098744,458.0249883146418,12835,82.93103107171379,-34.22823377626642
2023-12-21,122.78591995190689,818.1700724191053,5006,-27.880308606039705,-159.6738012978053
2023-12-22,-225.80017380290855,343.2734954159081,8267,368.18098098090354,169.03794701929814
2023-12-25,1171.972044662663,44.57471250757814,11564,-170.60469109409956,-63.33735587954348
2023-12-26,416.9595111590056,82.19009054901304,14783,121.80403051118778,-16.158858057559286
2023-12-27,-912.5712933288036,157.03924435156162,9928,-147.56176691760396,-91.77496539261753
2023-12-28,193.22715738471382,177.66665809409506,7606,156.95570916100192,-15.870377304891896
2023-12-29,-230.893232384194,636.5777261821879,10906,-157.40351387755328,-64.0391536205441
2024-01-02,526.216667398112,231.16753148437965,8273,198.76313970009164,87.64418164947713
2024-01-03,-296.26036921635034,639.5840463293475,12611,72.42098936490342,28.079162972197935
2024-01-04,42.631779266550495,151.5700519348506,5913,398.9278346517363,-48.10551606146788
2024-01-05,352.4936394902286,247.18111418965435,7011,-6.203929454317127,119.58719766589276
2024-01-08,532.8775970850608,-998.9204107192645,6442,134.99322324950907,45.499675067459876
2024-01-09,-500.1482035278881,749.7966048214888,10546,-105.93125609214192,-164.60482504440554
2024-01-10,-67.25061792047418,407.8930855387956,6829,-7.578601288258902,111.97033140843018
2024-01-11,-137.4726555804781,798.8060659157914,13767,71.14989588887056,38.486788385263466
2024-01-12,-226.66461628685596,-1537.7532269162136,11468,-255.4439844942748,159.07324875915427
2024-01-15,982.7271201405484,1453.0248228684366,5929,-233.52478683695443,32.391742634264475
2024-01-16,302.49085548047776,116.24622310689574,8699,169.97185996712903,-59.17093505675949
2024-01-17,-530.4419771675226,864.9096900425099,14655,20.78263569366408,-0.4295333301836948
2024-01-18,558.930973527388,-423.94355627531854,6054,-68.58530660960437,100.39193308807204
2024-01-19,1161.0780985063166,567.6643430375418,10744,-97.39723608335115,-57.07370597008625
2024-01-22,616.2326302755735,-432.04933790419364,6900,-89.69775914473874,-24.029678710755853
2024-01-23,-659.6849829770067,-174.26137641748306,14649,72.51014300164573,-2.16885799990672
2024-01-24,-142.1170364331257,1348.4188123200718,11980,139.00717282323797,-94.93716102158729
2024-01-25,733.4555745933113,85.59055954199205,12069,-368.42144592504485,-55.63234246285745
2024-01-26,-253.83473280939035,330.45972390783373,14591,332.56681135397844,37.255019180419026
2024-01-29,321.90971407311423,722.0406384132525,8415,318.3401525883985,140.24777476530082
2024-01-30,487.3170267146684,497.40913278356277,5442,-416.1309527093799,51.71469847104752
2024-01-31,-363.46523578904146,290.2513430861459,11218,267.1853392645595,15.413874063097847
2024-02-01,70.23732196909995,418.9766014797352,9652,261.0437702662085,-63.12707739523108
2024-02-02,-1520.6336700345362,1642.049351142965,12939,50.08909883750902,129.51604117202317
2024-02-05,-412.1938206671449,165.42872177984876,12833,-209.43372437697525,63.35054999468424
2024-02-15,-26.284075696580146,320.6594280289805,14370,253.04561833301443,-50.67297635192395
2024-02-16,-523.8915909824248,830.3926376045672,12597,1.7537867405297192,109.86484586849005
2024-02-19,916.2056519658177,863.3155597747904,9458,159.7757687637913,75.95770615104671
2024-02-20,-615.0706889803164,912.2181833362281,11591,493.8402543923557,-61.35303493662359
2024-02-21,-120.02224334849188,583.2381332175107,14449,100.36735012472377,9.86217437357998
2024-02-22,165.37028864304568,-485.8029476382901,7309,-133.37693834371237,-29.27727282429369
2024-02-23,820.6366445330577,1180.0589193806577,11268,-17.146198983944345,283.3537940031605
2024-02-26,-617.9310755897197,-487.80723581121276,5910,-107.88907204819753,73.17448831256588
2024-02-27,681.5818760774798,381.5812791434199,9340,136.6979434897045,38.67620548482402
2024-02-29,105.11653050979352,-252.56551001161478,9009,-111.21351174996096,67.26630560767134
2024-03-01,-390.75432552397547,161.51699204420447,11628,-44.57028446992864,157.91625881974977
2024-03-04,331.0517371316354,397.25744618208824,7169,-206.88607488151996,11.661985556153445
2024-03-05,199.52984778673502,392.81432927016385,7172,23.5825988961713,-38.99092978657563
2024-03-06,-200.10843857939733,453.1524525411709,10668,85.35095866040993,104.42832280974177
2024-03-07,134.90104249500945,1168.226761435188,11313,-486.9576094234984,2.505543399868799
2024-03-08,-92.65679843088009,472.1205809083879,13315,101.91471229604419,-86.98953290805034
2024-03-11,156.75867262562403,53.506018825610795,13036,40.85995378064413,-106.46864317560585
2024-03-12,431.06533726052334,778.4523009730144,11789,-102.99838975122549,172.92965508395332
2024-03-13,893.008408072676,913.6822933547843,5785,455.7257848539746,33.16445669192845
2024-03-14,-518.9077494134245,-536.5646890821955,11139,241.69530552095094,-38.956738399240116
2024-03-15,1166.5166873281332,558.4400419099148,11344,-169.2804972302803,-3.433491104206354
2024-03-18,-876.0438997612509,620.7036453865389,7416,217.64737591422806,100.74447180083516
2024-03-19,24.107452482208345,21.46189798400485,13988,298.89961520421156,-9.340551584204505
2024-03-20,394.1586032422883,1025.4240879869717,9154,76.40418452351145,-124.94197291774182
2024-03-21,240.49593386751633,109.96664778048397,10619,122.28840738946506,52.58408521479247
2024-03-22,-211.34975991029688,275.3458720829253,6936,117.6693333843182,140.83478175735632
2024-03-25,-4.06112517863761,96.15690542967823,8807,-367.1631717846577,134.1464317972251
2024-03-26,-146.5004673294164,209.34742854888052,12151,12.626080629920153,-35.93299381372452
2024-03-27,-194.68237847210577,-457.7650521371211,14493,2.217431603194271,146.91726564583794
2024-03-28,524.8010485105124,-664.0305295565767,8236,336.03112731197564,41.29499736716229
2024-03-29,278.50774298252367,1156.7030379349833,7352,116.74557271237461,144.1147343878727
2024-04-01,-246.4547976303271,-308.1768089909967,6932,-9.522192423338957,77.36870300025538
2024-04-02,549.7999377166254,-394.8354096737843,13556,31.97505180179775,-132.15968426326697
2024-04-03,253.64976043830467,-1092.0340681622288,9916,254.67711632548023,194.67389375083465
2024-04-08,506.43105941948005,-183.37704861370133,10498,13.0830673509369,25.178385119895346
2024-04-09,414.8144209618061,-593.853876044499,5946,-89.63910661832182,77.67938239138171
2024-04-10,-314.49750546103616,1185.2090960818214,14569,-5.140438584173282,-114.40446284718442
2024-04-11,-180.09052009848477,805.8902536055805,6439,238.13922876453643,70.53265000780651
2024-04-12,473.6468025616309,-212.89020710663425,12730,149.23298111958727,130.29277327426598
2024-04-15,405.1851327167324,1551.4614832065852,9857,58.85359466982277,213.5320336598404
2024-04-16,89.54920301792593,789.0592921949566,5340,88.30785988896602,160.03997947952826
2024-04-17,158.663691654391,5.1011698948265405,5382,-61.9484947190964,75.42247039460395
2024-04-18,738.8324478942125,-1299.6434289241438,14748,11.210119911469278,-134.43773533483864
2024-04-19,-195.78569441791495,1574.565543554445,13491,-82.66086435490345,33.22727904974214
2024-04-22,373.54869058501896,-633.7434800581576,5138,-8.95585685994871,-39.25095652129303
2024-04-23,-1.096326216947034,-787.2392481741351,5358,319.235652725325,43.49778748162469
2024-04-24,-8.840601613610147,813.5422592057841,9931,-165.57436227543798,-101.6325832795099
2024-04-25,649.3884259935951,1663.8514438035636,14714,-87.74353328458301,-1.0166907791901494
2024-04-26,512.7081744940149,1030.563691106311,8456,-200.8597725871504,-31.71830838060685
2024-04-29,506.7548180003193,538.3454720314157,6627,-244.18175143751967,-34.816635596924634
2024-04-30,752.7394035771646,556.8526049991715,14495,12.645617160941711,-33.82361859911543
2024-05-02,110.50192081637952,712.0493352681847,11626,-73.52183636015732,6.414528361175549
2024-05-03,440.976485647482,655.3571538720591,10004,402.33778615843846,48.6194759048022
2024-05-06,-55.13337829672801,368.7148543816255,14326,-6.569309235558663,-229.8493587871451
